country,id,notam_id,fir,from_utc,to_utc,lat,lon,radius_nm,qcode,raw,polygon
Australia,107686811526759457,J5540/2025,YBBB,2025-12-14T16:00:00Z,,-14.516666666666667,132.38333333333333,5,QFAXX,J5540/25 NOTAMN  Q) YBBB/QFAXX/IV/NBO/A/000/999/1431S13223E005  A) YPTN  B) 2512141600 C) PERM  E) LOCAL TRAFFIC REGULATIONS AMD  CHANGE THE FLW TO READ:  5. MULTI ENG PROPELLER ACFT ARE NOT TO CONDUCT FULL PWR ENG RUNS ON  PAVED HARDSTAND DUE TO CREATION OF FOREIGN OBJECT DEBRIS.  REMOVE THE FLW:  NOTE 2  NOTE 10  AMD EN ROUTE SUPPLEMENT AUSTRALIA (ERSA    CREATED: 02 DEC 2025 02:18  SOURCE: YBBBZEZX,
France,107691169542412023,R3154/2025,LFXX,2026-01-22T00:00:00Z,2027-01-21T23:59:00Z,45.85,-4.533333333333333,190,QRTTT,"R3154/25 NOTAMN  Q) LFXX/QRTTT/IV/BO /W /000/999/4551N00432W190  A) LFRR LFBB B) 2601220000 C) 2701212359  E) TRIGGER NOTAM - AIRAC AIP SUP 207/25 MODIFIED :  MISSILE FIRING IN THE ATLANTIC OCEAN REQUIRING THE CREATION OF 6   TEMPORARY RESTRICTED AREAS (&apos;ZRT&apos;), OF 16 TEMPORARY DANGEROUS AREAS   (&apos;ZDT&apos;) AND FLIGHT PLAN BUFFER ZONE (FBZ) ASSOCIATED.  THESE &apos;ZRT/ZDT&apos; ARE ACTIVATED BY NOTAM AT D-7.  -----------------------------------------------------------------  PAGE 8 : REPLACE LFDB21Z COORDINATES BY :  455421N 0013949W - 455643N 0013942W - 455237N 0011542W -   455136N 0011253W - 454929N 0011048W - 453516N 0010344W -   453127N 0010358W - 452845N 0011022W - 452848N 0014111W -   453113N 0014103W - 453110N 0015559W - 453117N 0015703W -   453136N 0015801W - 453207N 0015848W - 453246N 0015919W -   453330N 0015933W - 453415N 0015928W - 453848N 0015754W -   453930N 0020815W - 454128N 0025012W - 454139N 0025119W -   454203N 0025217W - 454239N 0025301W - 454323N 0025327W -   454410N 0025333W - 454714N 0025311W - 454756N 0025257W -   454833N 0025227W - 455904N 0024055W - 455942N 0023954W -   460001N 0023837W - 460136N 0022359W - 460134N 0022236W -   455421N 0013949W  ------------------------------------------------------------------  THIS AIP SUP IS AVBL AT WWW.SIA.AVIATION-CIVILE.GOUV.FR  F) SFC G) UNL    CREATED: 16 DEC 2025 16:04  SOURCE: EUECYIYN",
CHINA,joey-ZBPE_I_ZBBBYNYX_A2363_26,A2363/26,ZXXX,2026-06-30T16:00:00Z,2026-08-31T15:59:00Z,39.83,119.51,,QRPCA,A2363/26 NOTAMN  Q)ZXXX/QRPCA/IV/NBO/W/000/999/3949N11930E009  A)ZBPE ZYSH B)2606301600 C)2608311559   E) A TEMPORARY PROHIBITED AREA ESTABLISHED BOUNDED BY:  N395600E1192100-N395600E1193300-N395100E1193900-N394300E1193900-N39  4300E1192100   BACK TO START.  VERTICAL LIMITS:GND-UNL.  ALL ACFT SHALL BE FORBIDDEN TO FLY INTO THE PROHIBITED AREA.  F)GND G)UNL    CREATED: 23 JUN 2026 05:01  SOURCE: ZBBBYNYX,"[[39.933333,119.35],[39.933333,119.55],[39.85,119.65],[39.716667,119.65],[39.716667,119.35]]"
CHINA,joey-ZLHW_I_ZBBBYNYX_A3977_26,A3977/26,ZLHW,2026-09-01T01:52:00Z,2026-09-01T04:09:00Z,36.083333,98.8375,,QRDCA,"A3977/26 NOTAMN  Q)ZLHW/QRDCA/IV/BO/W/000/999/3604N09850E016  A)ZLHW B)2609010152 C)2609010409   E) A TEMPORARY DANGER AREA ESTABLISHED BOUNDED BY:  N362000E0984300-N361700E0990400-N355000E0985700-N355300E0983700,   BACK TO START.VERTICAL LIMITS:SFC-UNL.  AIRCRAFT ARE FORBIDDEN TO FLY INTO THE AREA.  F)SFC G)UNL    CREATED: 27 AUG 2026 07:21  SOURCE: ZBBBYNYX","[[36.333333,98.716667],[36.283333,99.066667],[35.833333,98.95],[35.883333,98.616667]]"
CHINA,joey-ZLHW_I_ZBBBYNYX_A3978_26,A3978/26,ZLHW,2026-09-01T01:52:00Z,2026-09-01T04:14:00Z,36.266667,98.883333,,QRDCA,"A3978/26 NOTAMN  Q)ZLHW/QRDCA/IV/BO/W/000/999/3616N09852E016  A)ZLHW B)2609010152 C)2609010414   E) A TEMPORARY DANGER AREA ESTABLISHED BOUNDED BY:  N363100E0984600-N362800E0990700-N360100E0990000-N360400E0983900,   BACK TO START.VERTICAL LIMITS:SFC-UNL.  AIRCRAFT ARE FORBIDDEN TO FLY INTO THE AREA.  F)SFC G)UNL    CREATED: 27 AUG 2026 07:22  SOURCE: ZBBBYNYX","[[36.516667,98.766667],[36.466667,99.116667],[36.016667,99.0],[36.066667,98.65]]"
CHINA,joey-ZLHW_I_ZBBBYNYX_A3979_26,A3979/26,ZLHW,2026-09-01T01:52:00Z,2026-09-01T04:18:00Z,34.833333,98.495834,,QRDCA,"A3979/26 NOTAMN  Q)ZLHW/QRDCA/IV/BO/W/000/999/3449N09829E019  A)ZLHW B)2609010152 C)2609010418   E) A TEMPORARY DANGER AREA ESTABLISHED BOUNDED BY:  N350800E0982200-N350500E0984400-N343200E0983700-N343500E0981600,   BACK TO START.VERTICAL LIMITS:SFC-UNL.  AIRCRAFT ARE FORBIDDEN TO FLY INTO THE AREA.  F)SFC G)UNL    CREATED: 27 AUG 2026 07:23  SOURCE: ZBBBYNYX","[[35.133333,98.366667],[35.083333,98.733333],[34.533333,98.616667],[34.583333,98.266667]]"
PHILIPPINES,joey-RPHI_I_RPLLYNYX_B4419_26,B4419/26,RPHI,2026-09-11T16:00:00Z,2026-09-14T20:00:00Z,12.754167,116.166667,,QWMLW,B4419/26 NOTAMN  Q) RPHI/QWMLW/IV/BO /W /000/999/1245N11610E038  A) RPHI B) 2609111600 C) 2609142000  D) 1600-2000  E) SPECIAL OPS (AEROSPACE FLT ACT) WILL BE CONDUCTED BY CHINA.  EST FALL AREA FOR UNBURNED DEBRIS WI:  130200N 1153700E -  132100N 1160400E -  122800N 1164300E -  121000N 1161600E -  130200N 1153700E  (230NM WEST OF LUBANG AP).  F) SFC G) UNL    CREATED: 28 AUG 2026 12:33  SOURCE: EUECYIYN,"[[13.033333,115.616667],[13.35,116.066667],[12.466667,116.716667],[12.166667,116.266667]]"
PHILIPPINES,joey-RPHI_I_RPLLYNYX_B4420_26,B4420/26,RPHI,2026-09-11T16:00:00Z,2026-09-14T20:00:00Z,8.297222,119.336111,,QWMLW,B4420/26 NOTAMN  Q) RPHI/QWMLW/IV/BO /W /000/999/0811N11926E046  A) RPHI B) 2609111600 C) 2609142000  D) 1600-2000  E) SPECIAL OPS (AEROSPACE FLT ACT) WILL BE CONDUCTED BY CHINA.  EST FALL AREA FOR UNBURNED DEBRIS WI:  083500N 1184800E -  085400N 1191500E -  084300N 1192900E -  075000N 1200600E -  072600N 1193000E -  081900N 1185300E -  083500N 1184800E  (58NM SOUTH OF PUERTO PRINCESA AP).  F) SFC G) UNL    CREATED: 28 AUG 2026 12:44  SOURCE: EUECYIYN,"[[8.583333,118.8],[8.9,119.25],[8.716667,119.483333],[7.833333,120.1],[7.433333,119.5],[8.316667,118.883333]]"
PHILIPPINES,joey-RPHI_I_RPLLYNYX_B4421_26,B4421/26,RPHI,2026-09-13T20:00:00Z,2026-09-18T23:30:00Z,19.466666,123.3375,,QWMLW,B4421/26 NOTAMN  Q) RPHI/QWMLW/IV/BO /W /000/999/1928N12320E036  A) RPHI B) 2609132000 C) 2609182330  D) 2000-2330  E) SPECIAL OPS (AEROSPACE FLT ACT) WILL BE CONDUCTED BY CHINA.  EST FALL AREA FOR UNBURNED DEBRIS WI:  200200N 1231600E -  200200N 1232700E -  185400N 1232500E -  185400N 1231300E -  200200N 1231600E  (76NM SOUTHEAST OF BASCO AP).  F) SFC G) UNL    CREATED: 28 AUG 2026 12:50  SOURCE: EUECYIYN,"[[20.033333,123.266667],[20.033333,123.45],[18.9,123.416667],[18.9,123.216667]]"
USA,faa-tfr-6/8543,FDC 6/8543,ZJX,2026-09-01T10:57:00Z,2026-09-01T12:14:00Z,28.695554,-80.305063,,TFR91.143,"FDC 6/8543 AIRSPACE SPACE OPERATIONS TFR. Cape Canaveral, FL, Tuesday, September 1, 2026 Local. NOTAM Number : FDC 6/8543 Download shapefiles Issue Date : August 27, 2026 at 1313 UTC Location : Cape Canaveral, Florida Beginning Date and Time : September 01, 2026 at 1057 UTC Ending Date and Time : September 01, 2026 at 1214 UTC Reason for NOTAM : Space Operations Area Type : Space Operations Replaced NOTAM(s) : N/A Pilots May Contact : Miami (ZMA) ARTCC, 305-716-1588 Jump To: Affected Areas Operating Restrictions and Requirements Other Information Affected Area(s) Top Airspace Definition: Region bounded by: Latitude: Longitude: FRD: From: 285116N 0804219W OMN141034.4 To: 290730N 0803000W OMN108033.9 Clockwise on a 30 NM ARC Centered on: 283703N 0803647W MLB009030.7 To: 281330N 0801600W MLB077020.8 To: 282501N 0803029W MLB027019.8 To: 282501N 0803759W MLB007018.7 To: 282501N 0804144W MLB357018.9 To: 283121N 0804349W MLB356025.5 To: 283801N 0804701W ORL079029.6 To: 284910N 0805044W ORL057030.7 To: 285116N 0804714W OMN147031.8 To: 285116N 0804219W OMN141034.4 Altitude: From the surface up to and including 18000 feet MSL Effective Date(s): From September 01, 2026 at 1057 UTC (September 01, 2026 at 0657 EDT) To September 01, 2026 at 1214 UTC (September 01, 2026 at 0814 EDT) ENDSECTION1 Operating Restrictions and Requirements Top No pilots may operate an aircraft in the areas covered by this NOTAM (except as described). EXCLUDING AIRSPACE OVER INTERNATIONAL WATERS. THIS AREA ENCOMPASSES R2932, R2933 AND PORTIONS OF R2934 AND W497A. ADDITIONAL WARNING AND RESTRICTED AREAS WILL BE ACT. PILOTS MUST CONSULT ALL NOTAMS REGARDING THESE OPS AND MAY CTC ZMA FOR CURRENT AIRSPACE STATUS. Other Information: Top ARTCC: ZJX - Jacksonville Center Authority: Title 14 CFR section 91.143","[[28.854444,-80.705278],[29.125,-80.5],[29.114051,-80.451483],[29.099557,-80.404282],[29.081634,-80.358736],[29.060422,-80.315171],[29.036086,-80.273897],[29.008811,-80.235204],[28.978803,-80.199363],[28.946288,-80.166625],[28.911509,-80.137213],[28.874724,-80.111328],[28.836206,-80.089142],[28.796237,-80.070801],[28.755109,-80.05642],[28.713124,-80.046089],[28.670584,-80.039863],[28.627799,-80.03777],[28.585074,-80.039809],[28.542718,-80.045947],[28.501031,-80.056123],[28.46031,-80.070248],[28.420844,-80.088205],[28.382909,-80.109851],[28.346772,-80.135014],[28.312685,-80.163504],[28.280885,-80.195104],[28.251589,-80.229576],[28.225,-80.266667],[28.416944,-80.508056],[28.416944,-80.633056],[28.416944,-80.695556],[28.5225,-80.730278],[28.633611,-80.783611],[28.819444,-80.845556],[28.854444,-80.787222],[28.854444,-80.705278]]"
